Machine_ID,Temperature,Run_Time,Downtime_Flag
4,80.21009489791429,77.21531526346959,0
5,93.05829864430967,137.45623414545383,0
3,72.80198404122447,113.21368258887469,0
5,95.82092913984802,183.90075666154624,0
5,75.56806714936653,172.61653426076612,0
2,60.433506059211936,101.2726027546814,0
3,96.21527905677056,88.91351501469387,0
3,63.65146707144534,106.95386122509004,1
3,72.7725455036166,138.54424137722117,0
5,98.0024786820322,90.20954612343144,0
4,98.02428587750225,143.6223361773701,0
3,82.93751552493144,111.41174782868606,0
5,85.27348848679196,132.80707712779702,0
2,77.93782087913279,115.4189793702975,1
4,71.72843086792258,94.16986393128765,0
2,73.14658181479663,192.2679960443235,0
4,86.90073824308153,164.54086912396411,0
5,90.09498117750721,71.01697636496789,1
1,91.66316174903395,180.27019638468693,0
4,91.58472571178216,123.11467973742705,0
2,63.64824412194761,184.1828340341137,0
5,79.77681218810326,169.97828839209728,0
4,62.30235040066577,113.78202567038502,1
1,81.98115529294942,53.37039624801761,1
1,77.66122005493509,90.3016039077419,0
3,95.508167310332,131.24513219913004,1
3,74.03660050208315,145.0217329739221,0
2,64.68268065710423,88.68315281498035,1
4,65.71966728211343,70.90341111092363,0
4,90.46042526869888,175.23953551989487,0
3,84.72872253265044,197.66032710553282,0
4,64.04490704491161,128.85352734540288,0
4,63.364272244599896,75.75189287724552,0
1,88.0387652583648,90.84609897790534,0
3,62.91052025456774,52.758601482120014,0
5,92.87440237161425,187.14482098407484,0
3,88.24968908625985,67.66266243352118,0
5,63.25395122567599,136.47747132713803,0
1,63.39350856340768,91.10828310308091,1
2,99.46558314004702,133.126700377369,0
4,74.9708318302448,147.71305825277963,0
1,74.82568588267563,174.46127055608025,0
4,92.5119826903001,80.96319076409048,1
2,97.88994309535434,51.649374298772074,0
2,99.44004255291483,70.5328445103211,0
1,90.13512741035767,185.00279627721577,0
2,75.05038342123663,181.0835116343773,1
5,63.340028667946754,139.61196532554624,0
2,91.08587663709747,140.077529065048,0
4,82.3361699894322,149.7555011819383,0
4,76.96888036987906,76.30569179351744,1
4,96.25417540378945,187.16179188874398,0
4,64.44789929224605,112.81557873381097,0
5,79.70500417163436,107.47077923742461,1
3,60.454145790696764,127.83765579242564,0
1,78.74642567976505,57.04489501625826,0
4,62.25213102727349,74.94250531341191,0
2,64.75271665072287,160.70504246395558,0
4,64.7010498710842,62.419800188768974,0
2,85.96841208464255,140.47281641995824,0
2,89.84179517061693,86.80236645219814,0
4,83.33475060388639,108.39434210629648,0
5,98.48690193898167,93.30406051560499,1
2,74.99482318094816,103.35090746974237,0
2,71.42848345127443,157.85688577763682,1
4,94.7439651275784,94.56825734347626,0
2,68.9438335407781,134.9606960445346,1
2,98.52890157762445,121.40756032986495,0
4,60.48617898759265,149.5506748043972,0
4,98.79515306830555,190.5244608987137,0
1,61.72639647802305,159.88581458153755,1
5,95.64572454792284,82.24105678861352,0
5,81.108044363452,54.6774702591927,0
2,99.71859184477202,89.33960664497377,0
5,62.95186258941595,139.2616896050382,0
2,82.15417137605283,57.71387202263755,0
1,98.77210142476396,124.45493708018545,0
4,80.92391376680595,139.5264273375334,0
4,85.1759455254105,100.13658362254412,0
4,87.82994755938469,165.6368305618733,0
5,78.18164259071094,65.98973797006578,0
1,85.10232320336254,61.27066726037131,0
5,83.372572476924,159.22831343054048,0
5,96.04632041963956,124.32369743092977,0
1,61.81785521365831,153.2603594641604,0
1,71.2385275836892,115.22410079056193,0
1,98.01645936306235,86.96030498586603,0
1,95.61055135563666,172.86534765112995,0
4,78.22627011142852,169.91238184534689,0
3,84.80530391206148,154.20447062816402,0
3,71.0952473192453,90.8217705844944,0
1,67.52484638895045,138.53460003036307,0
3,78.54793619759928,104.14608454100403,0
3,74.13408912104211,63.73731099899512,0
1,83.34624447403488,187.5970363193364,0
3,63.10938547859939,70.52279463784421,0
5,98.97579230664667,192.53560307312037,0
2,99.44842977918412,116.90086594369336,1
2,87.9264685607898,77.76993932579295,0
1,81.44385465376482,131.2851421067537,0
4,72.38110465145311,180.94187538146124,0
1,92.55180078827794,159.83373296143418,0
4,87.38924690215518,170.98417217921747,0
2,66.50467757379565,148.8175050066076,0
